customer_id;genre;age;profile;favorite_brand;has_loyalty_card;loyalty_points
C0083;F;54;impulsif;;False;0
C0084;F;43;impulsif;;False;0
C0085;M;42;fidèle_marque;Asics;True;59
C0086;M;35;impulsif;;False;0
C0087;F;63;chasseur_de_promos;;True;420
C0088;F;35;chasseur_de_promos;;True;310
C0089;F;32;sneakerhead;;True;140
C0090;M;49;impulsif;;False;0
C0091;M;30;impulsif;;False;0
C0092;F;34;fidèle_marque;Reebok;True;20
C0093;M;33;chasseur_de_promos;;False;200
C0094;M;42;sneakerhead;;True;221
C0095;M;45;chasseur_de_promos;;True;335
C0096;M;58;impulsif;;False;0
C0097;F;50;impulsif;;True;108
C0098;F;44;impulsif;;False;0
C0099;F;46;impulsif;;False;0
C0100;F;39;impulsif;;True;232
C0101;M;29;sneakerhead;;True;27
C0102;M;48;fidèle_marque;Puma;True;87
C0103;F;41;impulsif;;False;0
C0104;M;33;fidèle_marque;Adidas;True;48
C0105;M;37;sneakerhead;;True;169
C0106;M;36;sneakerhead;;True;119
C0107;F;36;chasseur_de_promos;;True;314
C0108;F;39;fidèle_marque;New Balance;False;0
C0109;F;47;impulsif;;False;0
C0110;F;43;chasseur_de_promos;;False;200
C0111;M;39;impulsif;;False;0
C0112;F;34;chasseur_de_promos;;True;239
C0113;M;63;impulsif;;True;57
C0114;F;52;impulsif;;False;0
C0115;M;36;chasseur_de_promos;;True;412
C0116;F;32;fidèle_marque;Puma;True;42
C0117;F;48;impulsif;;True;151
C0118;F;25;sneakerhead;;True;160
C0119;F;44;fidèle_marque;Adidas;True;184
C0120;F;49;fidèle_marque;Puma;True;84
C0121;M;29;sneakerhead;;True;167
C0122;M;44;sneakerhead;;True;128
C0123;F;31;chasseur_de_promos;;False;200
C0124;F;34;sneakerhead;;True;195
C0125;F;42;impulsif;;True;142
C0126;F;35;fidèle_marque;Reebok;True;89
C0127;M;28;sneakerhead;;True;80
C0128;M;47;sneakerhead;;True;175
C0129;F;34;sneakerhead;;True;64
C0130;F;37;impulsif;;False;0
C0131;F;32;fidèle_marque;Adidas;True;46
C0132;M;48;fidèle_marque;Adidas;True;169
C0133;F;34;fidèle_marque;Puma;True;110
C0134;M;49;chasseur_de_promos;;False;200
C0135;M;40;impulsif;;True;131
C0136;M;52;chasseur_de_promos;;True;284
C0137;M;32;sneakerhead;;True;74
C0138;M;36;impulsif;;True;48
C0139;M;66;sneakerhead;;True;185
C0140;M;27;fidèle_marque;Asics;True;194
C0141;F;30;fidèle_marque;Adidas;True;145
C0142;M;43;fidèle_marque;Nike;True;160
C0143;F;40;sneakerhead;;True;121
C0144;M;37;chasseur_de_promos;;True;284
C0145;M;43;chasseur_de_promos;;True;271
C0146;F;40;impulsif;;True;134
C0147;M;31;fidèle_marque;Nike;True;95
C0148;M;36;impulsif;;False;0
C0149;M;69;sneakerhead;;True;145
C0150;F;33;sneakerhead;;False;0
C0151;M;41;fidèle_marque;Nike;True;112
C0152;F;28;fidèle_marque;Adidas;False;0
C0153;F;47;impulsif;;True;156
C0154;M;45;chasseur_de_promos;;True;329
C0155;M;60;chasseur_de_promos;;True;288
C0156;F;30;chasseur_de_promos;;False;200
C0157;M;43;impulsif;;True;152
C0158;M;37;impulsif;;False;0
C0159;M;33;chasseur_de_promos;;True;340
C0160;M;50;sneakerhead;;True;92
C0161;M;34;impulsif;;False;0
C0162;M;33;impulsif;;True;103
C0163;F;43;chasseur_de_promos;;True;330
C0164;F;38;impulsif;;True;55
C0165;F;34;fidèle_marque;Nike;True;191
C0166;F;33;sneakerhead;;True;251
C0167;M;46;sneakerhead;;False;0
C0168;M;35;impulsif;;True;130
C0169;F;37;chasseur_de_promos;;False;200
C0170;F;32;fidèle_marque;Adidas;True;84
C0171;M;49;fidèle_marque;Asics;True;144
C0172;F;52;chasseur_de_promos;;True;294
C0173;M;48;sneakerhead;;True;70
C0174;M;37;impulsif;;True;193
C0175;M;43;impulsif;;False;0
C0176;F;39;impulsif;;False;0
C0177;F;30;chasseur_de_promos;;False;200
C0178;F;36;sneakerhead;;False;0
C0179;F;29;impulsif;;True;182
C0180;F;30;sneakerhead;;True;45
C0181;F;33;chasseur_de_promos;;True;242
C0182;M;68;sneakerhead;;True;203
C0183;M;60;sneakerhead;;True;170
C0184;F;34;impulsif;;True;205
C0185;M;30;impulsif;;False;0
C0186;F;40;fidèle_marque;Nike;False;0
C0187;F;39;sneakerhead;;True;204
C0188;F;48;chasseur_de_promos;;True;311
C0189;M;34;chasseur_de_promos;;False;200
C0190;M;53;fidèle_marque;Jordans;True;177
C0191;M;41;fidèle_marque;Puma;True;154
C0192;M;23;chasseur_de_promos;;True;252
C0193;M;46;impulsif;;True;42
C0194;M;49;chasseur_de_promos;;True;396
C0195;F;26;chasseur_de_promos;;False;200
C0196;M;45;impulsif;;False;0
C0197;F;29;chasseur_de_promos;;True;427
C0198;F;49;sneakerhead;;True;140
C0199;M;48;chasseur_de_promos;;True;356
C0200;F;53;impulsif;;False;0
C0201;F;42;fidèle_marque;Asics;False;0
C0202;M;39;impulsif;;False;0
C0203;M;33;impulsif;;False;0
C0204;M;36;sneakerhead;;True;179
C0205;F;53;sneakerhead;;True;19
C0206;M;42;fidèle_marque;Puma;False;0
C0207;M;54;chasseur_de_promos;;True;228
C0208;F;40;sneakerhead;;True;220
C0209;M;36;impulsif;;False;0
C0210;M;32;fidèle_marque;Jordans;False;0
C0211;M;41;impulsif;;True;201
C0212;M;39;fidèle_marque;Adidas;True;164
C0213;M;28;fidèle_marque;Jordans;False;0
C0214;F;53;impulsif;;False;0
C0215;F;39;chasseur_de_promos;;True;269
C0216;F;47;chasseur_de_promos;;True;240
C0217;M;34;chasseur_de_promos;;True;373
C0218;M;35;sneakerhead;;True;43
C0219;F;42;sneakerhead;;True;104
C0220;M;42;sneakerhead;;True;81
C0221;M;40;impulsif;;False;0
C0222;M;49;chasseur_de_promos;;True;297
C0223;F;41;sneakerhead;;False;0
C0224;F;45;sneakerhead;;True;113
C0225;F;47;impulsif;;False;0
C0226;F;36;impulsif;;True;58
C0227;F;42;chasseur_de_promos;;True;439
C0228;F;39;fidèle_marque;Reebok;True;191
C0229;F;72;chasseur_de_promos;;True;349
C0230;M;42;fidèle_marque;Adidas;True;147
C0231;F;42;fidèle_marque;Asics;False;0
C0232;F;44;impulsif;;False;0
C0233;F;33;sneakerhead;;True;95
C0234;F;60;chasseur_de_promos;;True;264
C0235;F;45;impulsif;;False;0
C0236;M;32;impulsif;;True;50
C0237;M;39;chasseur_de_promos;;True;389
C0238;F;37;chasseur_de_promos;;True;332
C0239;F;38;impulsif;;False;0
C0240;M;25;sneakerhead;;True;221
C0241;F;41;chasseur_de_promos;;True;288
C0242;F;38;impulsif;;True;116
C0243;F;49;impulsif;;True;137
C0244;M;51;impulsif;;False;0
C0245;M;30;chasseur_de_promos;;False;200
C0246;F;32;fidèle_marque;Nike;True;174
C0247;F;31;fidèle_marque;Puma;True;165
C0248;M;30;sneakerhead;;True;112
C0249;M;44;impulsif;;True;103
C0250;M;39;fidèle_marque;Asics;True;144
C0251;M;33;fidèle_marque;Jordans;False;0
C0252;F;45;fidèle_marque;Nike;True;108
C0253;F;31;chasseur_de_promos;;True;227
C0254;F;75;sneakerhead;;True;179
C0255;F;52;chasseur_de_promos;;False;200
C0256;F;48;sneakerhead;;True;129
C0257;M;38;sneakerhead;;True;208
C0258;F;41;impulsif;;False;0
C0259;F;28;fidèle_marque;Asics;False;0
C0260;F;54;impulsif;;False;0
C0261;M;28;fidèle_marque;Nike;True;21
C0262;F;55;chasseur_de_promos;;True;433
C0263;M;38;impulsif;;False;0
C0264;M;41;fidèle_marque;Nike;True;74
C0265;F;39;sneakerhead;;True;66
C0266;M;25;sneakerhead;;True;99
C0267;M;50;impulsif;;True;87
C0268;F;38;sneakerhead;;True;101
C0269;F;37;sneakerhead;;True;82
C0270;M;34;sneakerhead;;True;209
C0271;F;48;fidèle_marque;Puma;True;87
C0272;M;50;sneakerhead;;True;89
C0273;F;53;sneakerhead;;True;45
C0274;M;36;impulsif;;True;128
C0275;M;33;chasseur_de_promos;;False;200
C0276;F;34;fidèle_marque;Adidas;True;101
C0277;F;30;fidèle_marque;Jordans;False;0
C0278;F;42;sneakerhead;;True;189
C0279;F;32;sneakerhead;;True;195
C0280;M;50;chasseur_de_promos;;True;259
C0281;F;37;chasseur_de_promos;;False;200
C0282;M;48;sneakerhead;;False;0
C0283;M;32;impulsif;;False;0
C0284;F;40;fidèle_marque;Jordans;True;89
C0285;M;34;fidèle_marque;Jordans;True;126
C0286;F;37;fidèle_marque;Nike;True;71
C0287;F;47;impulsif;;True;158
C0288;F;56;fidèle_marque;Jordans;False;0
C0289;F;42;sneakerhead;;True;127
C0290;M;37;impulsif;;True;188
C0291;F;48;chasseur_de_promos;;False;200
C0292;M;37;impulsif;;False;0
C0293;F;31;impulsif;;False;0
C0294;F;43;sneakerhead;;True;154
C0295;F;37;fidèle_marque;Asics;False;0
C0296;F;32;sneakerhead;;False;0
C0297;F;48;sneakerhead;;True;106
C0298;F;22;chasseur_de_promos;;True;410
C0299;F;42;fidèle_marque;Adidas;True;138
C0300;F;45;chasseur_de_promos;;False;200
