customer_id;genre;age;profile;favorite_brand;has_loyalty_card;loyalty_points
C0067;F;41;chasseur_de_promos;;false;0
C0068;M;36;chasseur_de_promos;;true;127
C0069;M;30;chasseur_de_promos;;true;64
C0070;F;42;chasseur_de_promos;;true;142
C0071;M;20;fidele_marque;Reebok;true;79
C0072;F;30;fidele_marque;Jordans;true;33
C0073;M;29;sneakerhead;;true;32
C0074;M;36;chasseur_de_promos;;true;52
C0075;M;23;sneakerhead;;false;0
C0076;F;47;sneakerhead;;true;194
C0077;M;38;impulsif;;false;0
C0078;M;36;chasseur_de_promos;;true;14
C0079;M;21;impulsif;;false;0
C0080;M;51;chasseur_de_promos;;true;79
C0081;F;32;sneakerhead;;true;229
C0082;M;34;impulsif;;false;0
C0083;M;46;sneakerhead;;true;20
C0084;M;34;chasseur_de_promos;;true;142
C0085;F;24;impulsif;;true;163
C0086;M;49;fidele_marque;New Balance;true;47
C0087;F;44;sneakerhead;;true;284
C0088;F;34;impulsif;;true;68
C0089;F;25;sneakerhead;;false;0
C0090;F;37;sneakerhead;;true;58
C0091;M;38;chasseur_de_promos;;true;105
C0092;M;36;sneakerhead;;true;146
C0093;M;16;sneakerhead;;true;69
C0094;M;63;sneakerhead;;true;203
C0095;F;58;chasseur_de_promos;;true;57
C0096;M;21;fidele_marque;Jordans;false;0
C0097;F;22;sneakerhead;;true;73
C0098;M;47;fidele_marque;Nike;true;103
C0099;F;50;impulsif;;true;394
C0100;F;45;sneakerhead;;true;265
C0101;F;43;chasseur_de_promos;;false;0
C0102;M;33;fidele_marque;New Balance;true;153
C0103;F;31;chasseur_de_promos;;true;44
C0104;F;26;impulsif;;true;301
C0105;M;56;chasseur_de_promos;;true;61
C0106;M;29;impulsif;;false;0
C0107;F;39;impulsif;;true;223
C0108;F;25;chasseur_de_promos;;true;81
C0109;F;25;chasseur_de_promos;;true;69
C0110;M;45;impulsif;;true;14
C0111;F;25;impulsif;;false;0
C0112;F;19;chasseur_de_promos;;false;0
C0113;F;17;sneakerhead;;true;91
C0114;M;47;chasseur_de_promos;;true;21
C0115;F;21;fidele_marque;Asics;true;63
C0116;M;33;fidele_marque;Jordans;false;0
C0117;F;31;fidele_marque;Jordans;true;39
C0118;M;30;chasseur_de_promos;;false;0
C0119;F;28;impulsif;;false;0
C0120;F;20;chasseur_de_promos;;true;65
C0121;F;36;sneakerhead;;true;274
C0122;F;16;chasseur_de_promos;;true;194
C0123;M;30;fidele_marque;Reebok;true;125
C0124;M;24;chasseur_de_promos;;true;15
C0125;F;16;chasseur_de_promos;;true;97
C0126;M;29;sneakerhead;;true;12
C0127;F;38;chasseur_de_promos;;true;49
C0128;M;17;fidele_marque;Jordans;false;0
C0129;F;16;sneakerhead;;true;68
C0130;M;23;chasseur_de_promos;;false;0
C0131;M;27;impulsif;;true;7
C0132;M;17;fidele_marque;Nike;true;50
C0133;F;38;chasseur_de_promos;;false;0
C0134;M;45;sneakerhead;;true;6
C0135;F;16;sneakerhead;;true;19
C0136;F;16;fidele_marque;Adidas;false;0
C0137;F;30;chasseur_de_promos;;true;136
C0138;F;42;sneakerhead;;true;214
C0139;F;41;impulsif;;true;52
C0140;M;44;chasseur_de_promos;;true;30
C0141;F;30;chasseur_de_promos;;true;55
C0142;F;31;impulsif;;true;34
C0143;M;35;impulsif;;true;149
C0144;M;30;fidele_marque;Jordans;true;39
C0145;F;26;fidele_marque;Adidas;false;0
C0146;F;41;fidele_marque;Adidas;true;4
C0147;F;28;chasseur_de_promos;;true;81
C0148;M;30;impulsif;;false;0
C0149;M;21;fidele_marque;New Balance;true;182
C0150;F;30;chasseur_de_promos;;false;0
C0151;F;21;sneakerhead;;false;0
C0152;M;56;sneakerhead;;true;197
C0153;M;30;sneakerhead;;true;110
C0154;M;48;sneakerhead;;true;121
C0155;M;16;sneakerhead;;true;115
C0156;F;63;impulsif;;false;0
C0157;M;27;impulsif;;true;43
C0158;M;23;fidele_marque;Adidas;true;159
C0159;F;52;sneakerhead;;false;0
C0160;F;16;chasseur_de_promos;;false;0
C0161;F;17;chasseur_de_promos;;true;100
C0162;F;35;sneakerhead;;true;94
C0163;M;28;chasseur_de_promos;;true;14
C0164;M;42;impulsif;;false;0
C0165;F;26;fidele_marque;New Balance;true;104
C0166;F;37;fidele_marque;Asics;true;294
C0167;F;62;sneakerhead;;true;15
C0168;F;30;fidele_marque;Puma;true;22
C0169;M;25;sneakerhead;;true;251
C0170;M;25;impulsif;;false;0
C0171;F;39;chasseur_de_promos;;true;121
C0172;F;38;sneakerhead;;true;186
C0173;M;54;sneakerhead;;true;38
C0174;M;16;impulsif;;true;278
C0175;F;49;fidele_marque;Jordans;true;96
C0176;F;17;sneakerhead;;true;182
C0177;F;47;chasseur_de_promos;;true;92
C0178;F;18;impulsif;;true;134
C0179;M;19;impulsif;;false;0
C0180;M;23;fidele_marque;Asics;false;0
C0181;M;16;impulsif;;false;0
C0182;M;26;sneakerhead;;true;32
C0183;F;26;impulsif;;false;0
C0184;M;42;impulsif;;false;0
C0185;M;16;impulsif;;false;0
C0186;M;22;chasseur_de_promos;;true;82
C0187;M;16;sneakerhead;;true;99
C0188;F;18;impulsif;;true;113
C0189;M;16;impulsif;;true;77
C0190;M;30;sneakerhead;;true;48
C0191;M;16;sneakerhead;;true;49
C0192;M;41;impulsif;;false;0
C0193;F;28;sneakerhead;;true;53
C0194;M;26;sneakerhead;;true;124
C0195;F;62;sneakerhead;;true;170
C0196;F;27;impulsif;;false;0
C0197;M;39;fidele_marque;Asics;true;223
C0198;F;41;impulsif;;true;88
C0199;M;40;impulsif;;false;0
C0200;M;32;chasseur_de_promos;;true;46
C0201;F;32;chasseur_de_promos;;true;123
C0202;F;24;fidele_marque;Adidas;true;164
C0203;F;29;fidele_marque;Nike;true;24
C0204;M;16;sneakerhead;;true;193
C0205;F;38;sneakerhead;;true;77
C0206;F;22;sneakerhead;;true;273
C0207;M;20;chasseur_de_promos;;true;57
C0208;F;43;sneakerhead;;true;37
C0209;F;50;sneakerhead;;true;132
C0210;F;50;sneakerhead;;true;276
C0211;M;31;sneakerhead;;true;41
C0212;M;32;sneakerhead;;false;0
C0213;F;42;chasseur_de_promos;;true;44
C0214;F;32;sneakerhead;;true;191
C0215;F;37;sneakerhead;;true;45
C0216;F;25;fidele_marque;Reebok;true;405
C0217;F;31;chasseur_de_promos;;true;72
C0218;M;52;sneakerhead;;true;140
C0219;F;23;impulsif;;true;75
C0220;M;29;sneakerhead;;true;107
C0221;F;19;fidele_marque;Adidas;true;235
C0222;F;18;fidele_marque;New Balance;true;68
C0223;F;33;sneakerhead;;true;89
C0224;F;23;fidele_marque;Adidas;true;112
C0225;M;48;impulsif;;true;26
C0226;F;16;fidele_marque;New Balance;true;119
C0227;M;28;chasseur_de_promos;;false;0
C0228;F;54;fidele_marque;New Balance;true;309
C0229;M;16;chasseur_de_promos;;true;53
C0230;M;50;impulsif;;false;0
C0231;M;35;chasseur_de_promos;;true;185
C0232;F;56;sneakerhead;;true;102
C0233;M;32;impulsif;;false;0
C0234;F;33;impulsif;;false;0
C0235;F;16;fidele_marque;Puma;true;133
C0236;F;54;chasseur_de_promos;;false;0
C0237;F;21;fidele_marque;New Balance;false;0
C0238;M;16;sneakerhead;;true;17
C0239;F;16;impulsif;;true;245
C0240;M;25;fidele_marque;New Balance;true;144
C0241;M;30;sneakerhead;;true;150
C0242;F;56;chasseur_de_promos;;true;80
C0243;F;29;chasseur_de_promos;;false;0
C0244;F;47;impulsif;;false;0
C0245;F;17;fidele_marque;Reebok;true;92
C0246;M;44;impulsif;;true;159
C0247;M;25;sneakerhead;;true;201
C0248;M;45;sneakerhead;;true;334
C0249;F;40;impulsif;;true;153
C0250;F;20;fidele_marque;Puma;true;230
C0251;F;35;chasseur_de_promos;;false;0
C0252;F;37;sneakerhead;;true;134
C0253;M;41;sneakerhead;;true;92
C0254;M;49;impulsif;;false;0
C0255;M;47;chasseur_de_promos;;false;0
C0256;F;54;impulsif;;true;108
C0257;M;18;chasseur_de_promos;;true;14
C0258;M;44;chasseur_de_promos;;true;84
C0259;M;34;sneakerhead;;true;119
C0260;M;31;sneakerhead;;true;114
