sale_id;date;time;store_id;employee_id;customer_id;article_count;sale_total_ht;sale_total_ttc;sale_total_discount;product_1_id;product_1_kind;product_1_brand;product_1_model;product_1_is_best_seller;product_1_price_ht;product_1_base_price;product_1_total_discount_applied;product_1_special_offer_discount;product_1_discount_value_fidelity;product_1_discount_val_month;product_1_pct_economise;product_2_id;product_2_kind;product_2_brand;product_2_model;product_2_is_best_seller;product_2_price_ht;product_2_base_price;product_2_total_discount_applied;product_2_special_offer_discount;product_2_discount_value_fidelity;product_2_discount_val_month;product_2_pct_economise;product_3_id;product_3_kind;product_3_brand;product_3_model;product_3_is_best_seller;product_3_price_ht;product_3_base_price;product_3_total_discount_applied;product_3_special_offer_discount;product_3_discount_value_fidelity;product_3_discount_val_month;product_3_pct_economise;product_4_id;product_4_kind;product_4_brand;product_4_model;product_4_is_best_seller;product_4_price_ht;product_4_base_price;product_4_total_discount_applied;product_4_special_offer_discount;product_4_discount_value_fidelity;product_4_discount_val_month;product_4_pct_economise
V000055;2024-01-01;15:28;S01;E0004;C0116;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000056;2024-01-25;09:10;S01;E0001;C0169;1;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000057;2024-01-25;17:55;S01;E0004;C0256;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000058;2024-01-01;16:06;S01;E0004;C0088;1;;;0;P021;shoe;Jordans;Elite;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000059;2024-01-31;17:52;S01;E0004;C0050;1;;;0;P008;shoe;Jordans;Max;true;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000060;2024-01-30;10:15;S01;E0001;C0161;1;;;0;P059;shoe;Puma;Air;true;75,22;90,27;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000061;2024-01-29;14:22;S01;E0004;C0004;3;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;A005;accessory;Accessoire;Lacets;false;18,38;22,05;0;0;0;0;0;;;;;;;;;;;;
V000062;2024-01-26;13:55;S01;E0007;C0251;1;;;0;P038;shoe;Asics;Zoom;false;100,32;120,38;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000063;2024-01-02;14:26;S01;E0007;C0207;1;;;0;P021;shoe;Jordans;Elite;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000064;2024-01-23;17:11;S01;E0006;C0080;1;;;25,56;P022;shoe;Jordans;Elite;false;107,58;154,66;25,56;25,56;0;0;16,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000065;2024-01-23;12:29;S01;E0004;C0235;1;;;0;P059;shoe;Puma;Air;true;75,22;90,27;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000066;2024-01-01;14:12;S01;E0007;C0177;1;;;0;P026;shoe;Puma;Flex;false;127,68;153,21;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000067;2024-01-31;09:28;S01;E0004;C0242;1;;;0;P035;shoe;Puma;Zoom;false;82,53;99,03;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000068;2024-01-29;09:05;S01;E0006;C0035;1;;;0;P006;shoe;Puma;Elite;true;82,07;98,48;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000069;2024-01-17;17:04;S01;E0004;C0001;1;;;16,85;P058;shoe;Puma;Air;false;79,57;112,33;16,85;0;0;16,85;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000070;2024-01-05;17:08;S01;E0004;C0034;1;;;33,78;P061;shoe;Jordans;Zoom;true;105,18;160;33,78;20,98;0;12,8;21,11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000071;2024-01-06;16:09;S01;E0004;C0050;1;;;5,55;P008;shoe;Jordans;Max;true;87,88;111;5,55;0;0;5,55;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000072;2024-01-06;12:42;S01;E0007;C0205;1;;;0;P059;shoe;Puma;Air;true;75,22;90,27;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000073;2024-01-06;14:44;S01;E0006;C0160;2;;;15,5;P040;shoe;Asics;Flex;false;62,95;88,43;12,89;12,89;0;0;14,58;A006;accessory;Accessoire;Bonnet;false;5,17;8,82;2,61;0,85;0;1,76;29,59;;;;;;;;;;;;;;;;;;;;;;;;
V000074;2024-01-17;18:59;S01;E0007;C0138;1;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000075;2024-01-05;17:24;S01;E0001;C0255;1;;;0;P026;shoe;Puma;Flex;false;127,68;153,21;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000076;2024-01-10;17:20;S01;E0004;C0092;2;;;0;P006;shoe;Puma;Elite;true;82,07;98,48;0;0;0;0;0;A006;accessory;Accessoire;Bonnet;false;7,35;8,82;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000077;2024-01-18;09:08;S01;E0007;C0078;2;;;14,67;P017;shoe;Jordans;Max;false;73,69;88,43;0;0;0;0;0;P016;shoe;Jordans;Pro;false;83,69;115,1;14,67;14,67;0;0;12,75;;;;;;;;;;;;;;;;;;;;;;;;
V000078;2024-01-27;13:31;S01;E0006;C0033;1;;;30,64;P026;shoe;Puma;Flex;false;102,14;153,21;30,64;0;0;30,64;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000079;2024-01-20;11:07;S01;E0007;C0201;1;;;0;P034;shoe;Puma;Flex;false;75,15;90,18;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000080;2024-01-12;09:37;S01;E0008;C0194;1;;;0;P061;shoe;Jordans;Zoom;true;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000081;2024-01-29;11:47;S01;E0006;C0236;1;;;0;P045;shoe;Asics;Pro;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000082;2024-01-19;15:41;S01;E0007;C0051;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000083;2024-01-17;14:52;S01;E0008;C0218;1;;;0;P061;shoe;Jordans;Zoom;true;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000084;2024-01-05;14:37;S01;E0004;C0157;1;;;0;P027;shoe;Puma;Zoom;true;92,33;110,79;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000085;2024-01-13;09:47;S01;E0003;C0021;1;;;15,73;P004;shoe;Asics;Max;false;117,97;157,3;15,73;0;0;15,73;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000086;2024-01-27;10:20;S01;E0004;C0217;3;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;A008;accessory;Accessoire;Tee-shirt;false;14,7;17,64;0;0;0;0;0;;;;;;;;;;;;
V000087;2024-01-25;12:34;S01;E0004;C0207;2;;;15,88;P040;shoe;Asics;Flex;false;61,59;88,43;14,52;14,52;0;0;16,42;A004;accessory;Accessoire;Tee-shirt;false;9,89;13,23;1,36;1,36;0;0;10,28;;;;;;;;;;;;;;;;;;;;;;;;
V000088;2024-01-01;17:15;S01;E0004;C0199;1;;;0;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000089;2024-01-29;16:08;S01;E0004;C0250;1;;;0;P041;shoe;Puma;Air;false;76,25;91,5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000090;2024-01-27;16:57;S01;E0003;C0241;2;;;0;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000091;2024-01-09;11:28;S01;E0004;C0089;1;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000092;2024-01-01;09:52;S01;E0007;C0048;1;;;0;P016;shoe;Jordans;Pro;false;95,92;115,1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000093;2024-01-06;14:00;S01;E0007;C0246;1;;;0;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000094;2024-01-16;10:28;S01;E0001;C0064;1;;;0;P008;shoe;Jordans;Max;true;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000095;2024-01-27;18:19;S01;E0007;C0062;1;;;0;P059;shoe;Puma;Air;true;75,22;90,27;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000096;2024-01-15;12:23;S01;E0004;C0212;1;;;30,93;P022;shoe;Jordans;Elite;false;103,11;154,66;30,93;0;0;30,93;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000097;2024-01-26;12:07;S01;E0004;C0178;1;;;0;P041;shoe;Puma;Air;false;76,25;91,5;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000098;2024-01-26;11:32;S01;E0004;C0092;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000099;2024-01-01;18:17;S01;E0006;C0046;1;;;16,31;P042;shoe;Puma;Zoom;false;77,03;108,74;16,31;0;0;16,31;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000100;2024-01-13;10:29;S01;E0006;C0236;1;;;18,52;P025;shoe;Asics;Pro;false;80,48;115,1;18,52;18,52;0;0;16,09;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000101;2024-01-10;17:43;S01;E0004;C0033;1;;;0;P026;shoe;Puma;Flex;false;127,68;153,21;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000102;2024-01-04;17:39;S01;E0007;C0100;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000103;2024-01-04;14:42;S01;E0008;C0135;1;;;0;P008;shoe;Jordans;Max;true;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000104;2024-01-23;14:52;S01;E0007;C0179;2;;;28,08;P058;shoe;Puma;Air;false;70,21;112,33;28,08;0;0;28,08;25;A001;accessory;Accessoire;Lacets;false;7,35;8,82;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000105;2024-01-30;15:38;S01;E0007;C0016;1;;;0;P022;shoe;Jordans;Elite;false;128,88;154,66;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000106;2024-01-20;14:53;S01;E0001;C0157;2;;;0;P040;shoe;Asics;Flex;false;73,69;88,43;0;0;0;0;0;A001;accessory;Accessoire;Lacets;false;7,35;8,82;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000107;2024-01-04;11:12;S01;E0001;C0225;1;;;0;P016;shoe;Jordans;Pro;false;95,92;115,1;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000108;2024-01-11;13:30;S01;E0003;C0039;1;;;0;P017;shoe;Jordans;Max;false;73,69;88,43;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000109;2024-01-03;16:27;S01;E0007;C0179;2;;;4,95;P035;shoe;Puma;Zoom;false;78,4;99,03;4,95;0;0;4,95;5;P027;shoe;Puma;Zoom;true;92,33;110,79;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000110;2024-01-09;18:55;S01;E0007;C0154;1;;;0;P061;shoe;Jordans;Zoom;true;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000111;2024-01-24;13:47;S01;E0008;C0211;1;;;30,93;P022;shoe;Jordans;Elite;false;103,11;154,66;30,93;0;0;30,93;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000112;2024-01-11;14:51;S01;E0004;C0033;3;;;6,62;P004;shoe;Asics;Max;false;131,08;157,3;0;0;0;0;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;A005;accessory;Accessoire;Lacets;false;12,86;22,05;6,62;0;0;6,62;30,02;;;;;;;;;;;;
V000113;2024-01-11;11:16;S01;E0006;C0169;1;;;0;P045;shoe;Asics;Pro;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000114;2024-01-08;13:28;S01;E0004;C0068;1;;;5;P045;shoe;Asics;Pro;false;79,17;100;5;0;0;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000115;2024-01-05;17:51;S01;E0004;C0249;2;;;0;P021;shoe;Jordans;Elite;false;83,33;100;0;0;0;0;0;A006;accessory;Accessoire;Bonnet;false;7,35;8,82;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000116;2024-01-08;14:55;S01;E0003;C0134;1;;;0;P051;shoe;Asics;Flex;true;126,11;151,33;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000117;2024-01-13;13:27;S01;E0004;C0031;1;;;0;P008;shoe;Jordans;Max;true;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
