sale_id;line_id;date;time;store_id;store_type;zone;surface;hyper;specialty_brands;open_time;open_to_clients_hours;open_days;foot_traffic_by_hour;daily_foot_traffic;nb_employees;employee_id;employee_profile;monthly_salary;anciennete_mois;hire_date;job_role;average_day_time_backoffice;average_day_time_frontoffice;customer_id;genre;age;favorite_brand;has_loyalty_card;customer_profile;loyalty_points_used;loyalty_points_earned;product_id;product_kind;brand;category;model;color;size;price_sold;tva_rate;price_ht;tva_amount;loyalty_discount_ttc;gross_price_ttc_before_loyalty;base_price;is_best_seller;total_discount_applied;special_offer_discount;discount_value_fidelity;ajust_value_magasin;discount_val_month;pct_economise;year_month;CA_month
V000017;L0000022;2024-01-30;10:28;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0006;Blase;2700;198;2008-06-18;Support;0,2;0,8;C0296;M;25;;true;sneakerhead;0;18;P005;shoe;Reebok;Trail;Air;White;32;95,08;0,2;79,23;15,85;0;95,08;95,08;false;0;0;0;-9;0;0;2024-01;22339,56
V000017;L0000023;2024-01-30;10:28;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0006;Blase;2700;198;2008-06-18;Support;0,2;0,8;C0296;M;25;;true;sneakerhead;0;18;P078;shoe;Reebok;Casual;Elite;Brown Bear;32;90,46;0,2;75,38;15,08;0;90,46;90,46;false;0;0;0;-9;0;0;2024-01;22339,56
V000018;L0000024;2024-01-19;09:08;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0269;M;32;;true;impulsif;0;24;P087;shoe;New Balance;Limited Edition;Flex;Black;38;128;0,2;106,67;21,33;0;128;160;false;32;0;0;-9;32;20;2024-01;22339,56
V000018;L0000025;2024-01-19;09:08;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0269;M;32;;true;impulsif;0;24;P031;shoe;New Balance;Trail;Max;Electric Blue;38;112,8;0,2;94;18,8;0;112,8;112,8;false;0;0;0;-9;0;0;2024-01;22339,56
V000019;L0000026;2024-01-25;09:11;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0092;F;44;;false;impulsif;0;0;P010;shoe;Reebok;Casual;Elite;Pink;33;104,93;0,2;87,44;17,49;0;104,93;104,93;false;0;0;0;-9;0;0;2024-01;22339,56
V000019;L0000027;2024-01-25;09:11;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0092;F;44;;false;impulsif;0;0;P045;shoe;Reebok;Training;Elite;Brown Bear;33;80,27;0,2;66,89;13,38;0;80,27;100,34;false;20,07;0;0;-9;20,07;20;2024-01;22339,56
V000020;L0000028;2024-01-02;15:09;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0005;Blase;2201;105;2016-03-11;Sales;0,19;0,81;C0269;M;32;;true;impulsif;0;10;P017;shoe;Reebok;Running;Elite;Classic Grey;45;109,71;0,2;91,42;18,29;0;109,71;109,71;false;0;0;0;-9;0;0;2024-01;22339,56
V000021;L0000029;2024-01-22;16:44;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0004;JeunePrometteur;1977;47;2021-01-02;Sales;0,11;0,89;C0085;M;49;Jordans;true;fidele_marque;0;11;P035;shoe;Jordans;Casual;Elite;Red Blood;39;111;0,2;92,5;18,5;0;111;111;false;0;0;0;-9;0;0;2024-01;22339,56
V000022;L0000030;2024-01-29;12:38;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0006;Blase;2700;198;2008-06-18;Support;0,2;0,8;C0267;M;21;New Balance;true;fidele_marque;0;9;P043;shoe;New Balance;Training;Flex;Sunny Yellow;44;96,25;0,2;80,21;16,04;0;96,25;113;false;16,75;5,45;0;-9;11,3;14,82;2024-01;22339,56
V000023;L0000031;2024-01-11;18:59;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0342;F;40;;true;chasseur_de_promos;149;7;P066;shoe;Reebok;Running;Elite;Black;43;78,86;0,2;65,72;13,14;14,9;93,76;93,76;false;14,9;0;14,9;-9;0;15,89;2024-01;22339,56
V000024;L0000032;2024-01-11;15:12;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0315;F;36;;false;chasseur_de_promos;0;0;P034;shoe;Jordans;Trail;Flex;Pink;40;104,07;0,2;86,72;17,35;0;104,07;114,32;true;10,25;10,25;0;-9;0;8,97;2024-01;22339,56
V000024;L0000033;2024-01-11;15:12;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0315;F;36;;false;chasseur_de_promos;0;0;A012;accessory;Accessoire;Lacets;Lacets;White;S;6,11;0,2;5,09;1,02;0;6,11;8,92;false;2,81;1,03;0;-9;1,78;31,5;2024-01;22339,56
V000025;L0000034;2024-01-26;13:57;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0138;M;40;;true;chasseur_de_promos;0;11;P082;shoe;Jordans;Casual;Air;Deep Blue;40;90,46;0,2;75,38;15,08;0;90,46;90,46;false;0;0;0;-9;0;0;2024-01;22339,56
V000025;L0000035;2024-01-26;13:57;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0138;M;40;;true;chasseur_de_promos;0;11;A009;accessory;Accessoire;Tee-shirt;Tee-shirt;Classic Grey;XL;23,43;0,2;19,53;3,9;0;23,43;26,75;false;3,32;3,32;0;-9;0;12,41;2024-01;22339,56
V000026;L0000036;2024-01-17;09:55;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0169;F;43;;true;chasseur_de_promos;246;5;P029;shoe;New Balance;Running;Pro;Deep Blue;41;57,46;0,2;47,88;9,58;24,6;82,06;92;false;34,54;9,94;24,6;-9;0;37,54;2024-01;22339,56
V000027;L0000037;2024-01-18;10:09;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0297;F;39;Reebok;true;fidele_marque;0;23;P017;shoe;Reebok;Running;Elite;Classic Grey;45;109,71;0,2;91,42;18,29;0;109,71;109,71;false;0;0;0;-9;0;0;2024-01;22339,56
V000027;L0000038;2024-01-18;10:09;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0297;F;39;Reebok;true;fidele_marque;0;23;P063;shoe;Reebok;Basketball;Elite;Black;45;120,9;0,2;100,75;20,15;0;120,9;120,9;false;0;0;0;-9;0;0;2024-01;22339,56
V000028;L0000039;2024-01-24;17:21;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0060;M;37;;true;chasseur_de_promos;0;9;P054;shoe;Jordans;Trail;Air;Premium Black;37;96,34;0,2;80,28;16,06;0;96,34;118;true;21,66;21,66;0;-9;0;18,36;2024-01;22339,56
V000029;L0000040;2024-01-03;10:38;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0005;Blase;2201;105;2016-03-11;Sales;0,19;0,81;C0308;M;31;Reebok;false;fidele_marque;0;0;P028;shoe;Reebok;Casual;Air;Gold;32;111;0,2;92,5;18,5;0;111;111;false;0;0;0;-9;0;0;2024-01;22339,56
V000030;L0000041;2024-01-05;14:15;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0293;F;16;;true;chasseur_de_promos;269;8;P034;shoe;Jordans;Trail;Flex;Pink;40;87,42;0,2;72,85;14,57;26,9;114,32;114,32;true;26,9;0;26,9;-9;0;23,53;2024-01;22339,56
V000031;L0000042;2024-01-31;15:02;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0095;M;30;;false;chasseur_de_promos;0;0;P087;shoe;New Balance;Limited Edition;Flex;Black;38;160;0,2;133,33;26,67;0;160;160;false;0;0;0;-9;0;0;2024-01;22339,56
V000031;L0000043;2024-01-31;15:02;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0095;M;30;;false;chasseur_de_promos;0;0;P031;shoe;New Balance;Trail;Max;Electric Blue;38;112,8;0,2;94;18,8;0;112,8;112,8;false;0;0;0;-9;0;0;2024-01;22339,56
V000032;L0000044;2024-01-12;13:14;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0312;M;22;;true;chasseur_de_promos;0;20;P034;shoe;Jordans;Trail;Flex;Pink;40;114,32;0,2;95,27;19,05;0;114,32;114,32;true;0;0;0;-9;0;0;2024-01;22339,56
V000032;L0000045;2024-01-12;13:14;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0312;M;22;;true;chasseur_de_promos;0;20;P082;shoe;Jordans;Casual;Air;Deep Blue;40;90,46;0,2;75,38;15,08;0;90,46;90,46;false;0;0;0;-9;0;0;2024-01;22339,56
V000033;L0000046;2024-01-03;13:58;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0067;M;33;;false;chasseur_de_promos;0;0;P035;shoe;Jordans;Casual;Elite;Red Blood;39;77,7;0,2;64,75;12,95;0;77,7;111;false;33,3;0;0;-9;33,3;30;2024-01;22339,56
V000034;L0000047;2024-01-18;11:02;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0416;F;30;Jordans;true;fidele_marque;0;10;P007;shoe;Jordans;Training;Flex;Deep Blue;32;109,21;0,2;91,01;18,2;0;109,21;109,21;false;0;0;0;-9;0;0;2024-01;22339,56
V000035;L0000048;2024-01-22;10:42;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0059;M;45;;false;impulsif;0;0;P082;shoe;Jordans;Casual;Air;Deep Blue;40;72,37;0,2;60,31;12,06;0;72,37;90,46;false;18,09;0;0;-9;18,09;20;2024-01;22339,56
V000036;L0000049;2024-01-30;09:02;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0006;Blase;2700;198;2008-06-18;Support;0,2;0,8;C0162;F;29;Reebok;true;fidele_marque;0;11;P004;shoe;Reebok;Casual;Pro;Premium Black;44;111;0,2;92,5;18,5;0;111;111;false;0;0;0;-9;0;0;2024-01;22339,56
V000037;L0000050;2024-01-29;16:31;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0004;JeunePrometteur;1977;47;2021-01-02;Sales;0,11;0,89;C0322;M;38;New Balance;true;fidele_marque;0;11;P016;shoe;New Balance;Running;Flex;Premium Black;42;115,62;0,2;96,35;19,27;0;115,62;115,62;false;0;0;0;-9;0;0;2024-01;22339,56
V000038;L0000051;2024-01-08;18:08;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0134;M;44;;true;impulsif;0;10;P035;shoe;Jordans;Casual;Elite;Red Blood;39;83,25;0,2;69,38;13,87;0;83,25;111;false;27,75;0;0;-9;27,75;25;2024-01;22339,56
V000038;L0000052;2024-01-08;18:08;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0134;M;44;;true;impulsif;0;10;A010;accessory;Accessoire;Casquette;Casquette;White;S;24,47;0,2;20,39;4,08;0;24,47;26,75;false;2,28;2,28;0;-9;0;8,52;2024-01;22339,56
V000039;L0000053;2024-01-10;15:55;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0331;F;33;;true;chasseur_de_promos;0;13;P008;shoe;Reebok;Training;Max;White;42;113;0,2;94,17;18,83;0;113;113;true;0;0;0;-9;0;0;2024-01;22339,56
V000039;L0000054;2024-01-10;15:55;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0331;F;33;;true;chasseur_de_promos;0;13;A006;accessory;Accessoire;Tee-shirt;Tee-shirt;Black;L;17,83;0,2;14,86;2,97;0;17,83;22,29;false;4,46;0;0;-9;4,46;20,01;2024-01;22339,56
V000040;L0000055;2024-01-29;14:25;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0004;JeunePrometteur;1977;47;2021-01-02;Sales;0,11;0,89;C0090;F;47;New Balance;false;fidele_marque;0;0;P052;shoe;New Balance;Training;Pro;Electric Blue;45;113;0,2;94,17;18,83;0;113;113;false;0;0;0;-9;0;0;2024-01;22339,56
V000041;L0000056;2024-01-03;09:53;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0410;M;46;New Balance;true;fidele_marque;0;9;P037;shoe;New Balance;Running;Pro;Light Green;42;92;0,2;76,67;15,33;0;92;92;false;0;0;0;-9;0;0;2024-01;22339,56
V000042;L0000057;2024-01-03;11:15;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0364;M;26;;true;sneakerhead;0;17;P034;shoe;Jordans;Trail;Flex;Pink;40;114,32;0,2;95,27;19,05;0;114,32;114,32;true;0;0;0;-9;0;0;2024-01;22339,56
V000042;L0000058;2024-01-03;11:15;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0364;M;26;;true;sneakerhead;0;17;P082;shoe;Jordans;Casual;Air;Deep Blue;40;63,32;0,2;52,77;10,55;0;63,32;90,46;false;27,14;0;0;-9;27,14;30;2024-01;22339,56
V000043;L0000059;2024-01-22;10:38;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0005;Blase;2201;105;2016-03-11;Sales;0,19;0,81;C0249;F;16;Jordans;true;fidele_marque;0;9;P041;shoe;Jordans;Running;Zoom;Deep Purple;38;92;0,2;76,67;15,33;0;92;92;false;0;0;0;-9;0;0;2024-01;22339,56
V000044;L0000060;2024-01-17;13:43;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0071;M;27;;false;impulsif;0;0;P086;shoe;New Balance;Basketball;Flex;Deep Blue;32;100;0,2;83,33;16,67;0;100;100;true;0;0;0;-9;0;0;2024-01;22339,56
V000044;L0000061;2024-01-17;13:43;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0071;M;27;;false;impulsif;0;0;A011;accessory;Accessoire;Casquette;Casquette;White;L;33,16;0,2;27,63;5,53;0;33,16;35,67;false;2,51;2,51;0;-9;0;7,04;2024-01;22339,56
V000045;L0000062;2024-01-11;13:04;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0003;Experimente;2808;132;2013-12-16;Sales;0,1;0,9;C0316;M;50;;true;chasseur_de_promos;0;11;P055;shoe;Jordans;Casual;Air;Brown Bear;45;111;0,2;92,5;18,5;0;111;111;true;0;0;0;-9;0;0;2024-01;22339,56
V000046;L0000063;2024-01-31;15:30;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0002;JeunePrometteur;2051;52;2020-08-10;Sales;0,13;0,87;C0164;F;38;;false;chasseur_de_promos;0;0;P041;shoe;Jordans;Running;Zoom;Deep Purple;38;64,4;0,2;53,67;10,73;0;64,4;92;false;27,6;0;0;-9;27,6;30;2024-01;22339,56
V000047;L0000064;2024-01-16;18:49;S01;Discount;Peripherie;160;non;Reebok|Jordans|New Balance;10;9h/19h;open 5/7;35;350;6;E0001;Experimente;2734;102;2016-06-02;Sales;0,07;0,93;C0371;F;25;;true;sneakerhead;0;14;P076;shoe;Jordans;Limited Edition;Zoom;Deep Blue;33;149,39;0,2;124,49;24,9;0;149,39;149,39;false;0;0;0;-9;0;0;2024-01;22339,56
