sale_id;date;time;store_id;employee_id;customer_id;article_count;sale_total_ht;sale_total_ttc;sale_total_discount;product_1_id;product_1_kind;product_1_brand;product_1_model;product_1_is_best_seller;product_1_price_ht;product_1_base_price;product_1_total_discount_applied;product_1_special_offer_discount;product_1_discount_value_fidelity;product_1_discount_val_month;product_1_pct_economise;product_2_id;product_2_kind;product_2_brand;product_2_model;product_2_is_best_seller;product_2_price_ht;product_2_base_price;product_2_total_discount_applied;product_2_special_offer_discount;product_2_discount_value_fidelity;product_2_discount_val_month;product_2_pct_economise;product_3_id;product_3_kind;product_3_brand;product_3_model;product_3_is_best_seller;product_3_price_ht;product_3_base_price;product_3_total_discount_applied;product_3_special_offer_discount;product_3_discount_value_fidelity;product_3_discount_val_month;product_3_pct_economise;product_4_id;product_4_kind;product_4_brand;product_4_model;product_4_is_best_seller;product_4_price_ht;product_4_base_price;product_4_total_discount_applied;product_4_special_offer_discount;product_4_discount_value_fidelity;product_4_discount_val_month;product_4_pct_economise
V000030;2024-01-05;14:15;S01;E0001;C0293;1;;;26,9;P034;shoe;Jordans;Flex;true;72,85;114,32;26,9;0;26,9;0;23,53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000031;2024-01-31;15:02;S01;E0002;C0095;2;;;0;P087;shoe;New Balance;Flex;false;133,33;160;0;0;0;0;0;P031;shoe;New Balance;Max;false;94;112,8;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000032;2024-01-12;13:14;S01;E0002;C0312;2;;;0;P034;shoe;Jordans;Flex;true;95,27;114,32;0;0;0;0;0;P082;shoe;Jordans;Air;false;75,38;90,46;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000033;2024-01-03;13:58;S01;E0001;C0067;1;;;33,3;P035;shoe;Jordans;Elite;false;64,75;111;33,3;0;0;33,3;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000034;2024-01-18;11:02;S01;E0003;C0416;1;;;0;P007;shoe;Jordans;Flex;false;91,01;109,21;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000035;2024-01-22;10:42;S01;E0001;C0059;1;;;18,09;P082;shoe;Jordans;Air;false;60,31;90,46;18,09;0;0;18,09;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000036;2024-01-30;09:02;S01;E0006;C0162;1;;;0;P004;shoe;Reebok;Pro;false;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000037;2024-01-29;16:31;S01;E0004;C0322;1;;;0;P016;shoe;New Balance;Flex;false;96,35;115,62;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000038;2024-01-08;18:08;S01;E0003;C0134;2;;;30,03;P035;shoe;Jordans;Elite;false;69,38;111;27,75;0;0;27,75;25;A010;accessory;Accessoire;Casquette;false;20,39;26,75;2,28;2,28;0;0;8,52;;;;;;;;;;;;;;;;;;;;;;;;
V000039;2024-01-10;15:55;S01;E0001;C0331;2;;;4,46;P008;shoe;Reebok;Max;true;94,17;113;0;0;0;0;0;A006;accessory;Accessoire;Tee-shirt;false;14,86;22,29;4,46;0;0;4,46;20,01;;;;;;;;;;;;;;;;;;;;;;;;
V000040;2024-01-29;14:25;S01;E0004;C0090;1;;;0;P052;shoe;New Balance;Pro;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000041;2024-01-03;09:53;S01;E0003;C0410;1;;;0;P037;shoe;New Balance;Pro;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000042;2024-01-03;11:15;S01;E0001;C0364;2;;;27,14;P034;shoe;Jordans;Flex;true;95,27;114,32;0;0;0;0;0;P082;shoe;Jordans;Air;false;52,77;90,46;27,14;0;0;27,14;30;;;;;;;;;;;;;;;;;;;;;;;;
V000043;2024-01-22;10:38;S01;E0005;C0249;1;;;0;P041;shoe;Jordans;Zoom;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000044;2024-01-17;13:43;S01;E0002;C0071;2;;;2,51;P086;shoe;New Balance;Flex;true;83,33;100;0;0;0;0;0;A011;accessory;Accessoire;Casquette;false;27,63;35,67;2,51;2,51;0;0;7,04;;;;;;;;;;;;;;;;;;;;;;;;
V000045;2024-01-11;13:04;S01;E0003;C0316;1;;;0;P055;shoe;Jordans;Air;true;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000046;2024-01-31;15:30;S01;E0002;C0164;1;;;27,6;P041;shoe;Jordans;Zoom;false;53,67;92;27,6;0;0;27,6;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000047;2024-01-16;18:49;S01;E0001;C0371;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000048;2024-01-09;13:12;S01;E0005;C0084;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000049;2024-01-23;15:26;S01;E0001;C0026;1;;;0;P008;shoe;Reebok;Max;true;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000050;2024-01-23;15:50;S01;E0003;C0005;1;;;0;P012;shoe;Reebok;Air;true;74,17;89;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000051;2024-01-31;11:22;S01;E0002;C0251;1;;;12,59;P058;shoe;Jordans;Elite;false;67,84;94;12,59;12,59;0;0;13,39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000052;2024-01-23;17:28;S01;E0003;C0218;1;;;0;P049;shoe;New Balance;Air;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000053;2024-01-01;11:48;S01;E0002;C0331;1;;;0;P004;shoe;Reebok;Pro;false;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000054;2024-01-01;12:33;S01;E0005;C0136;1;;;0;P012;shoe;Reebok;Air;true;74,17;89;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000055;2024-01-18;15:01;S01;E0004;C0383;2;;;0;P005;shoe;Reebok;Air;false;79,23;95,08;0;0;0;0;0;P078;shoe;Reebok;Elite;false;75,38;90,46;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000056;2024-01-26;18:13;S01;E0002;C0416;2;;;0;P058;shoe;Jordans;Elite;false;78,33;94;0;0;0;0;0;P040;shoe;Jordans;Max;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000057;2024-01-02;15:06;S01;E0004;C0196;1;;;0;P004;shoe;Reebok;Pro;false;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000058;2024-01-16;11:40;S01;E0001;C0287;1;;;5;P086;shoe;New Balance;Flex;true;79,17;100;5;0;0;5;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000059;2024-01-18;12:20;S01;E0002;C0392;1;;;0;P008;shoe;Reebok;Max;true;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000060;2024-01-09;14:06;S01;E0001;C0332;1;;;0;P020;shoe;New Balance;Zoom;false;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000061;2024-01-11;14:43;S01;E0001;C0350;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000062;2024-01-29;13:02;S01;E0005;C0350;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000063;2024-01-10;15:58;S01;E0001;C0338;2;;;0;P020;shoe;New Balance;Zoom;false;133,33;160;0;0;0;0;0;A010;accessory;Accessoire;Casquette;false;22,29;26,75;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000064;2024-01-08;15:06;S01;E0002;C0277;1;;;0;P054;shoe;Jordans;Air;true;98,33;118;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000065;2024-01-04;12:37;S01;E0004;C0081;1;;;32,41;P062;shoe;Reebok;Zoom;false;63,02;108,03;32,41;0;0;32,41;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000066;2024-01-31;15:52;S01;E0001;C0300;1;;;17,04;P024;shoe;New Balance;Zoom;false;71,18;102,46;17,04;17,04;0;0;16,63;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000067;2024-01-09;10:08;S01;E0004;C0379;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000068;2024-01-16;18:05;S01;E0001;C0134;1;;;14,94;P076;shoe;Jordans;Zoom;false;112,04;149,39;14,94;0;0;14,94;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000069;2024-01-19;13:21;S01;E0003;C0304;4;;;15,64;P058;shoe;Jordans;Elite;false;66,42;94;14,3;0;14,3;0;15,21;P040;shoe;Jordans;Max;false;76,67;92;0;0;0;0;0;A005;accessory;Accessoire;Casquette;false;21,18;26,75;1,34;0;0;1,34;5,01;A005;accessory;Accessoire;Casquette;false;22,29;26,75;0;0;0;0;0
V000070;2024-01-19;17:19;S01;E0003;C0394;1;;;0;P054;shoe;Jordans;Air;true;98,33;118;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000071;2024-01-05;17:52;S01;E0004;C0027;1;;;0;P052;shoe;New Balance;Pro;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000072;2024-01-22;18:21;S01;E0005;C0229;1;;;0;P034;shoe;Jordans;Flex;true;95,27;114,32;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000073;2024-01-16;18:21;S01;E0005;C0259;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000074;2024-01-31;16:59;S01;E0003;C0339;1;;;0;P063;shoe;Reebok;Elite;false;100,75;120,9;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000075;2024-01-02;17:16;S01;E0004;C0335;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000076;2024-01-19;16:38;S01;E0002;C0293;1;;;0;P054;shoe;Jordans;Air;true;98,33;118;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000077;2024-01-01;17:34;S01;E0003;C0344;1;;;0;P020;shoe;New Balance;Zoom;false;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000078;2024-01-10;10:35;S01;E0006;C0329;2;;;0;P019;shoe;Reebok;Pro;false;83,33;100;0;0;0;0;0;A012;accessory;Accessoire;Lacets;false;7,43;8,92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000079;2024-01-04;09:00;S01;E0003;C0271;1;;;0;P020;shoe;New Balance;Zoom;false;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000080;2024-01-23;09:03;S01;E0006;C0151;1;;;5,99;P049;shoe;New Balance;Air;false;78,34;100;5,99;5,99;0;0;5,99;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000081;2024-01-10;16:49;S01;E0003;C0103;1;;;0;P004;shoe;Reebok;Pro;false;92,5;111;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000082;2024-01-04;17:41;S01;E0003;C0156;1;;;20,6;P019;shoe;Reebok;Pro;false;66,17;100;20,6;0;20,6;0;20,6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000083;2024-01-15;12:57;S01;E0001;C0296;1;;;0;P080;shoe;Reebok;Elite;true;133,33;160;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000084;2024-01-05;16:06;S01;E0001;C0137;1;;;0;P054;shoe;Jordans;Air;true;98,33;118;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000085;2024-01-02;09:27;S01;E0003;C0002;1;;;0;P054;shoe;Jordans;Air;true;98,33;118;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000086;2024-01-12;16:11;S01;E0002;C0304;1;;;0;P052;shoe;New Balance;Pro;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000087;2024-01-04;10:04;S01;E0005;C0369;1;;;21,8;P008;shoe;Reebok;Max;true;76;113;21,8;0;21,8;0;19,29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000088;2024-01-09;17:29;S01;E0002;C0036;1;;;9,51;P005;shoe;Reebok;Air;false;71,31;95,08;9,51;0;0;9,51;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000089;2024-01-29;09:22;S01;E0003;C0394;1;;;13,57;P082;shoe;Jordans;Air;false;64,08;90,46;13,57;0;0;13,57;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000090;2024-01-16;13:08;S01;E0002;C0286;1;;;19,57;P068;shoe;Reebok;Pro;false;65,22;97,84;19,57;0;0;19,57;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000091;2024-01-23;17:18;S01;E0004;C0418;1;;;0;P058;shoe;Jordans;Elite;false;78,33;94;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000092;2024-01-01;17:23;S01;E0002;C0055;1;;;0;P029;shoe;New Balance;Pro;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000093;2024-01-03;11:14;S01;E0004;C0166;1;;;46,32;P005;shoe;Reebok;Air;false;40,63;95,08;46,32;0;17,8;28,52;48,72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000094;2024-01-25;18:35;S01;E0005;C0200;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000095;2024-01-11;15:20;S01;E0001;C0229;1;;;0;P082;shoe;Jordans;Air;false;75,38;90,46;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000096;2024-01-19;18:14;S01;E0004;C0018;1;;;0;P043;shoe;New Balance;Flex;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000097;2024-01-30;09:07;S01;E0003;C0344;1;;;0;P049;shoe;New Balance;Air;false;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000098;2024-01-18;13:20;S01;E0005;C0223;1;;;0;P076;shoe;Jordans;Zoom;false;124,49;149,39;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000099;2024-01-01;11:28;S01;E0004;C0300;1;;;12,3;P031;shoe;New Balance;Max;false;83,75;112,8;12,3;12,3;0;0;10,9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000100;2024-01-24;13:03;S01;E0001;C0052;1;;;9,19;P075;shoe;New Balance;Zoom;true;71,65;95,17;9,19;9,19;0;0;9,66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000101;2024-01-15;12:05;S01;E0002;C0287;1;;;0;P052;shoe;New Balance;Pro;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000102;2024-01-30;16:32;S01;E0003;C0027;1;;;5,25;P010;shoe;Reebok;Elite;false;83,07;104,93;5,25;0;0;5,25;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000103;2024-01-10;15:56;S01;E0006;C0186;1;;;0;P029;shoe;New Balance;Pro;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000104;2024-01-24;10:33;S01;E0006;C0379;1;;;0;P008;shoe;Reebok;Max;true;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000105;2024-01-18;11:15;S01;E0005;C0264;1;;;0;P057;shoe;New Balance;Max;false;83,62;100,34;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000106;2024-01-30;17:34;S01;E0003;C0094;2;;;0;P041;shoe;Jordans;Zoom;false;76,67;92;0;0;0;0;0;A003;accessory;Accessoire;Sac de sport;false;11,15;13,38;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000107;2024-01-29;16:12;S01;E0006;C0052;1;;;0;P086;shoe;New Balance;Flex;true;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000108;2024-01-31;14:35;S01;E0001;C0328;1;;;0;P034;shoe;Jordans;Flex;true;95,27;114,32;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000109;2024-01-18;16:36;S01;E0002;C0001;1;;;5,07;P010;shoe;Reebok;Elite;false;83,22;104,93;5,07;5,07;0;0;4,83;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000110;2024-01-11;15:41;S01;E0004;C0112;1;;;0;P086;shoe;New Balance;Flex;true;83,33;100;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000111;2024-01-16;14:12;S01;E0001;C0300;2;;;17,15;P062;shoe;Reebok;Zoom;false;75,73;108,03;17,15;17,15;0;0;15,88;A006;accessory;Accessoire;Tee-shirt;false;18,57;22,29;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;
V000112;2024-01-26;17:56;S01;E0004;C0032;1;;;27,6;P040;shoe;Jordans;Max;false;53,67;92;27,6;0;0;27,6;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000113;2024-01-22;12:51;S01;E0005;C0184;1;;;0;P041;shoe;Jordans;Zoom;false;76,67;92;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000114;2024-01-22;11:44;S01;E0006;C0339;1;;;14,1;P034;shoe;Jordans;Flex;true;83,52;114,32;14,1;0;14,1;0;12,33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000115;2024-01-15;17:44;S01;E0003;C0344;1;;;0;P043;shoe;New Balance;Flex;false;94,17;113;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
V000116;2024-01-09;11:56;S01;E0002;C0009;2;;;10,8;P045;shoe;Reebok;Elite;false;79,43;100,34;5,02;0;0;5,02;5;P019;shoe;Reebok;Pro;false;78,52;100;5,78;5,78;0;0;5,78;;;;;;;;;;;;;;;;;;;;;;;;
