customer_id;genre;age;profile;favorite_brand;has_loyalty_card;loyalty_points
C0215;M;26;fidele_marque;Reebok;true;163
C0216;F;31;fidele_marque;Nike;false;0
C0217;M;53;fidele_marque;Reebok;false;0
C0218;M;17;sneakerhead;;true;141
C0219;F;35;fidele_marque;Jordans;true;173
C0220;F;37;chasseur_de_promos;;true;311
C0221;M;32;fidele_marque;Asics;false;0
C0222;M;36;sneakerhead;;true;79
C0223;F;18;chasseur_de_promos;;true;319
C0224;F;24;fidele_marque;Jordans;false;0
C0225;M;42;fidele_marque;Adidas;true;107
C0226;F;36;sneakerhead;;true;11
C0227;F;44;impulsif;;false;0
C0228;F;32;chasseur_de_promos;;true;151
C0229;M;43;chasseur_de_promos;;false;120
C0230;F;49;fidele_marque;Adidas;true;218
C0231;F;19;impulsif;;true;191
C0232;M;50;fidele_marque;Nike;false;0
C0233;M;20;chasseur_de_promos;;true;268
C0234;F;26;chasseur_de_promos;;false;120
C0235;F;21;impulsif;;false;0
C0236;F;40;fidele_marque;Asics;true;142
C0237;M;29;impulsif;;false;0
C0238;F;27;sneakerhead;;true;160
C0239;F;16;fidele_marque;Jordans;true;211
C0240;M;35;fidele_marque;Nike;false;0
C0241;M;34;chasseur_de_promos;;true;179
C0242;F;34;sneakerhead;;true;34
C0243;F;42;fidele_marque;New Balance;true;69
C0244;F;42;sneakerhead;;true;5
C0245;F;45;fidele_marque;Puma;false;0
C0246;M;32;chasseur_de_promos;;true;228
C0247;M;16;fidele_marque;Asics;true;18
C0248;F;16;sneakerhead;;false;0
C0249;F;47;impulsif;;true;53
C0250;M;23;chasseur_de_promos;;false;120
C0251;F;20;impulsif;;false;0
C0252;F;39;impulsif;;false;0
C0253;F;35;fidele_marque;Asics;false;0
C0254;M;40;fidele_marque;New Balance;true;20
C0255;F;38;chasseur_de_promos;;true;153
C0256;F;28;fidele_marque;Asics;true;220
C0257;M;21;fidele_marque;New Balance;true;185
C0258;M;40;fidele_marque;Nike;true;138
C0259;M;32;impulsif;;true;8
C0260;F;44;impulsif;;true;59
C0261;M;43;sneakerhead;;true;202
C0262;F;45;fidele_marque;Asics;true;44
C0263;M;34;fidele_marque;Jordans;true;92
C0264;F;37;sneakerhead;;true;2
C0265;M;37;fidele_marque;Puma;true;158
C0266;F;21;impulsif;;false;0
C0267;F;40;chasseur_de_promos;;true;288
C0268;M;29;fidele_marque;Nike;false;0
C0269;F;16;impulsif;;true;96
C0270;M;16;fidele_marque;New Balance;true;170
C0271;F;30;chasseur_de_promos;;true;159
C0272;F;26;impulsif;;false;0
C0273;M;47;impulsif;;true;94
C0274;M;25;chasseur_de_promos;;true;279
C0275;M;16;chasseur_de_promos;;true;148
C0276;M;22;sneakerhead;;true;205
C0277;M;43;fidele_marque;New Balance;false;0
C0278;F;32;sneakerhead;;true;19
C0279;F;40;fidele_marque;Jordans;false;0
C0280;M;21;fidele_marque;Jordans;true;71
C0281;F;24;sneakerhead;;true;87
C0282;M;41;impulsif;;true;204
C0283;F;16;chasseur_de_promos;;true;269
C0284;F;27;sneakerhead;;true;141
C0285;F;34;chasseur_de_promos;;true;229
C0286;M;25;sneakerhead;;true;73
C0287;F;39;fidele_marque;Reebok;true;161
C0288;F;29;sneakerhead;;true;42
C0289;F;16;impulsif;;false;0
C0290;F;38;chasseur_de_promos;;true;242
C0291;M;37;chasseur_de_promos;;true;279
C0292;M;60;impulsif;;true;97
C0293;M;43;fidele_marque;Jordans;true;49
C0294;M;50;chasseur_de_promos;;true;143
C0295;F;49;fidele_marque;Nike;true;139
C0296;F;31;sneakerhead;;true;205
C0297;F;31;sneakerhead;;false;0
C0298;M;31;fidele_marque;Reebok;false;0
C0299;M;20;chasseur_de_promos;;true;266
C0300;F;38;fidele_marque;New Balance;true;53
C0301;F;54;chasseur_de_promos;;false;120
C0302;M;22;chasseur_de_promos;;true;275
C0303;F;29;impulsif;;true;74
C0304;M;37;fidele_marque;Adidas;true;3
C0305;F;36;chasseur_de_promos;;false;120
C0306;M;50;chasseur_de_promos;;true;151
C0307;M;44;sneakerhead;;true;44
C0308;M;24;impulsif;;false;0
C0309;M;16;fidele_marque;Adidas;false;0
C0310;F;16;sneakerhead;;true;142
C0311;M;49;impulsif;;false;0
C0312;M;38;fidele_marque;New Balance;true;34
C0313;M;38;impulsif;;true;30
C0314;M;45;impulsif;;true;1
C0315;M;32;fidele_marque;Jordans;true;81
C0316;F;35;sneakerhead;;true;18
C0317;M;33;fidele_marque;Asics;true;207
C0318;F;27;sneakerhead;;true;62
C0319;F;33;fidele_marque;Reebok;true;95
C0320;M;26;chasseur_de_promos;;true;205
C0321;F;33;chasseur_de_promos;;true;164
C0322;F;22;impulsif;;false;0
C0323;F;37;chasseur_de_promos;;true;215
C0324;M;22;sneakerhead;;true;53
C0325;F;29;fidele_marque;Jordans;true;111
C0326;M;36;impulsif;;false;0
C0327;M;42;impulsif;;true;106
C0328;M;19;sneakerhead;;true;13
C0329;M;42;chasseur_de_promos;;true;129
C0330;M;38;sneakerhead;;true;186
C0331;M;38;chasseur_de_promos;;true;216
C0332;F;40;chasseur_de_promos;;true;149
C0333;M;48;fidele_marque;Reebok;false;0
C0334;M;44;fidele_marque;New Balance;true;175
C0335;F;27;chasseur_de_promos;;true;225
C0336;F;28;fidele_marque;Nike;true;79
C0337;F;34;chasseur_de_promos;;false;120
C0338;F;37;chasseur_de_promos;;true;235
C0339;F;32;impulsif;;true;7
C0340;F;24;fidele_marque;Jordans;true;71
C0341;F;41;chasseur_de_promos;;false;120
C0342;M;29;fidele_marque;Nike;true;122
C0343;F;26;sneakerhead;;true;60
C0344;M;27;chasseur_de_promos;;false;120
C0345;F;45;sneakerhead;;false;0
C0346;F;16;fidele_marque;Nike;true;63
C0347;M;38;fidele_marque;Adidas;false;0
C0348;F;28;sneakerhead;;true;7
C0349;F;48;chasseur_de_promos;;true;265
C0350;F;30;impulsif;;true;41
C0351;M;37;sneakerhead;;true;62
C0352;F;45;sneakerhead;;false;0
C0353;F;46;sneakerhead;;true;139
C0354;M;26;sneakerhead;;true;167
C0355;M;35;impulsif;;false;0
C0356;F;22;sneakerhead;;true;123
C0357;F;16;sneakerhead;;true;145
C0358;M;18;impulsif;;false;0
C0359;M;17;fidele_marque;Reebok;true;218
C0360;F;16;fidele_marque;Reebok;true;127
C0361;F;25;sneakerhead;;true;121
C0362;F;42;impulsif;;false;0
C0363;M;27;sneakerhead;;true;66
C0364;F;30;impulsif;;false;0
C0365;M;34;fidele_marque;Puma;true;54
C0366;F;20;fidele_marque;Nike;true;179
C0367;F;43;chasseur_de_promos;;true;162
C0368;F;17;impulsif;;false;0
C0369;M;48;sneakerhead;;true;73
C0370;M;38;fidele_marque;New Balance;true;171
C0371;F;19;sneakerhead;;true;106
C0372;M;64;fidele_marque;Asics;true;94
C0373;F;51;chasseur_de_promos;;false;120
C0374;F;16;impulsif;;true;104
C0375;M;25;impulsif;;false;0
C0376;M;26;sneakerhead;;true;47
C0377;F;43;impulsif;;true;169
C0378;F;57;fidele_marque;Puma;true;137
C0379;M;30;sneakerhead;;true;181
C0380;F;34;impulsif;;true;22
C0381;F;33;fidele_marque;New Balance;true;40
C0382;F;38;chasseur_de_promos;;true;191
C0383;F;20;sneakerhead;;true;124
C0384;F;35;fidele_marque;Jordans;true;51
C0385;M;31;sneakerhead;;true;69
C0386;F;26;chasseur_de_promos;;true;160
C0387;M;16;impulsif;;true;114
C0388;F;16;sneakerhead;;true;147
C0389;M;23;sneakerhead;;false;0
C0390;F;53;chasseur_de_promos;;true;214
C0391;M;37;fidele_marque;Asics;false;0
C0392;M;32;impulsif;;true;164
C0393;F;47;chasseur_de_promos;;false;120
C0394;M;49;fidele_marque;Nike;true;209
C0395;M;43;sneakerhead;;true;27
C0396;F;27;fidele_marque;Asics;false;0
C0397;M;23;impulsif;;true;84
C0398;F;40;fidele_marque;Puma;true;144
C0399;F;49;chasseur_de_promos;;true;272
C0400;M;46;fidele_marque;New Balance;true;165
C0401;M;36;impulsif;;true;26
C0402;M;54;fidele_marque;Reebok;true;103
C0403;F;16;impulsif;;false;0
C0404;F;45;fidele_marque;Asics;true;210
C0405;F;50;impulsif;;false;0
C0406;F;30;fidele_marque;Jordans;true;4
C0407;M;29;fidele_marque;Nike;true;81
C0408;F;32;fidele_marque;Jordans;false;0
C0409;F;25;chasseur_de_promos;;true;213
C0410;F;43;fidele_marque;Reebok;true;72
C0411;M;42;fidele_marque;Asics;true;115
C0412;M;31;fidele_marque;New Balance;true;5
C0413;M;21;fidele_marque;Asics;true;56
C0414;M;29;fidele_marque;New Balance;true;129
C0415;M;39;impulsif;;false;0
C0416;F;17;fidele_marque;Puma;true;197
C0417;F;26;impulsif;;false;0
C0418;M;16;impulsif;;false;0
C0419;F;35;chasseur_de_promos;;true;204
C0420;F;28;fidele_marque;Asics;true;200
